AuthorID,Author,Date,Content,Attachments,Reactions,,,
5.08392E+17,Tickets#6981,2022-09-15T07:49:41.0160000-04:00,,,,,,
6.04487E+17,shadexrl,2022-09-15T07:49:41.7150000-04:00,,https://cdn.discordapp.com/attachments/597638926152499206/1019938054221340744/unknown.png?ex=65f2e455&is=65e06f55&hm=3cbe3698ec35b155443e3be6c9ccd0b0f51d4c6f104aa49be579fcd79a5bee25&,,,,
7.45905E+17,cindylo0,2022-09-15T07:50:05.3230000-04:00,@shadex Please open a ticket following the instructions here 👆,,,,,
8.75724E+17,jackcrypto_,2022-09-15T08:01:37.1250000-04:00,"Hello, how it works with the Merge, if you have ETH in liquidity pool in Uniswap?",,,,,
8.75724E+17,jackcrypto_,2022-09-15T08:01:53.6890000-04:00,Is there any ETHW distribution?,,,,,
8.75724E+17,jackcrypto_,2022-09-15T08:02:03.3730000-04:00,To MetaMask?,,,,,
5.08392E+17,Tickets#6981,2022-09-15T08:03:03.4570000-04:00,,,,,,
8.25563E+17,undoubted08,2022-09-15T08:03:56.3010000-04:00,@Jackcrypto ☝️,,,,,
8.75724E+17,jackcrypto_,2022-09-15T08:13:03.7140000-04:00,"It doesn’t reply my question. What I am asking is for example I have 1 ETH and a few of Uni-Token in a liquidity pool on uniswap. So what will happen? Do I will get 1 ETHW, if yes how and when?",,,,,
8.25563E+17,undoubted08,2022-09-15T08:22:09.1640000-04:00,"No, nothing really has changed nor you will get any additional token. As usual, you will only earn fees if trades will happen/occur in your pool position. (Which ETHW are you referring to by the way?)",,,,,
8.25563E+17,undoubted08,2022-09-15T08:39:05.8560000-04:00,"Hi, sorry but this isn't allowed in this server. Please be careful of those scammers DMing you.",,,,,
6.04487E+17,shadexrl,2022-09-15T08:39:31.3170000-04:00,yea dw im aware of scammers,,👍 (1),,,
9.92379E+17,Rohan146#7390,2022-09-15T09:30:08.2000000-04:00,"Hey, I am good,  How you doing?",,,,,
9.92379E+17,Rohan146#7390,2022-09-15T09:30:41.8790000-04:00,What's new that's happening in Web3?,,,,,
9.89275E+17,anthonynicholas.,2022-09-15T09:45:39.8860000-04:00,"I'm good, a little tired but good 🙂",,,,,
9.89275E+17,anthonynicholas.,2022-09-15T09:45:54.1150000-04:00,I stayed up to watch the merge 🐼,,,,,
8.96809E+17,Stoic.eth#4657,2022-09-15T09:56:40.7920000-04:00,Hi everyone,,,,,
5.08392E+17,Tickets#6981,2022-09-15T09:57:16.4380000-04:00,,,,,,
7.45905E+17,cindylo0,2022-09-15T09:57:20.9000000-04:00,@Stoic.eth 👆,,,,,
8.96809E+17,Stoic.eth#4657,2022-09-15T09:57:54.6110000-04:00,Ok thanks,,,,,
1.01749E+18,kianig#2667,2022-09-15T10:16:01.9940000-04:00,Hello,,,,,
9.89275E+17,anthonynicholas.,2022-09-15T10:21:46.4250000-04:00,Hi 👋,,,,,
1.01749E+18,kianig#2667,2022-09-15T10:22:18.1880000-04:00,😊,,,,,
1.00956E+18,Lemon Social#0141,2022-09-15T12:43:41.5790000-04:00,Hello new here. Could someone explain to me the steps to listing a new token on uniswap? We are going to be launching soon and I wanted to try to get a new token listed but having some issues,,,,,
8.25563E+17,undoubted08,2022-09-15T12:46:22.0960000-04:00,"Hi there, please check here: https://discord.com/channels/597638925346930701/849513079792336977/851655392248332338",,,,,
8.43155E+17,Etherscan Bot#5753,2022-09-15T12:46:22.6070000-04:00,,,,,,
1.00956E+18,Lemon Social#0141,2022-09-15T12:47:56.2600000-04:00,Thank you,,👍 (2),,,
8.64526E+17,joanem,2022-09-15T13:34:22.6760000-04:00,Hi! Might be best to ask this in #🏛│governance,,,,,
9.89275E+17,anthonynicholas.,2022-09-15T13:34:57.1760000-04:00,Welcome!,,,,,
7.78328E+17,schmidolski,2022-09-15T14:04:48.1260000-04:00,"Hey there ✌�?,"",""
989275482488983663""",anthonynicholas.,2022-09-15T14:07:09.8260000-04:00,Hey! How are you? 🙂,,
1.00956E+18,Lemon Social#0141,2022-09-15T14:16:01.5490000-04:00,Thanks Anthony. When I try to set up and account it is asking who we are working with. On telegram our COO Tommy Talbot is working with someone that is a moderator or admin but I do not see their name on the front of the site. Should I just click other?  Mathew sorry,,,,,
1.00956E+18,Lemon Social#0141,2022-09-15T14:17:20.7680000-04:00,I believe his name is Matt does this ring a bell ?,,,,,
9.89275E+17,anthonynicholas.,2022-09-15T14:19:22.5870000-04:00,Please be careful because that may be a scammer. Can you please send the Uniswap Labs team a support ticket? You can create a ticket here - https://support.uniswap.org/hc/en-us/requests/new.,,,,,
1.00956E+18,Lemon Social#0141,2022-09-15T14:19:39.0300000-04:00,Sure,,,,,
9.89275E+17,anthonynicholas.,2022-09-15T14:19:48.5250000-04:00,Thank you,,,,,
9.18184E+17,sneakerhead98#2431,2022-09-15T15:07:11.3660000-04:00,do UNI tokens on chains besides Ethereum have any utility? or does only ERC-20 UNI on Ethereum have utility?,,,,,
4.65797E+17,jakekvm01,2022-09-15T15:16:19.2390000-04:00,On ethereum only. For more info you can check this https://uniswap.org/blog/uni,,🔥 (1),,,
9.18184E+17,sneakerhead98#2431,2022-09-15T15:24:40.9410000-04:00,does Uniswap have any future features announced that are coming?,,,,,
8.64526E+17,joanem,2022-09-15T15:27:14.9680000-04:00,No news for now but please stay tuned in #📣│announcements or follow uniswap labs on Twitter: https://twitter.com/Uniswap,,,,,
9.18184E+17,sneakerhead98#2431,2022-09-15T15:38:15.7610000-04:00,"thanks! also, is uniswap v1 still available? i know v2 and v3 is available",,,,,
8.64526E+17,joanem,2022-09-15T15:45:31.2300000-04:00,"Yes, but only for removing liquidity. Here's the link to Uniswap v1 UI:
https://bafybeiehogk3rdmet7pd3ddtmz2pnsrivmdjvlnf5qczujl5plmkouispm.ipfs.cf-ipfs.com/",,,,,
8.29007E+17,phimarhal,2022-09-15T15:53:59.3180000-04:00,"Is there a way to remove liquidity easily in v3 without the UI?
Trying to get out of LP positions on the eth forks",,,,,
9.11955E+17,phoebe7200,2022-09-15T17:31:11.5370000-04:00,Only Uniswap-related topics in this channel please.,,👍 (2),,,
9.67106E+17,alfaori,2022-09-16T03:21:07.3510000-04:00,Good morning!,,,,,
9.67106E+17,alfaori,2022-09-16T03:21:24.6340000-04:00,Is there any thread or channel to ask for Technical support?,,,,,
5.08392E+17,Tickets#6981,2022-09-16T03:21:37.8790000-04:00,,,,,,
7.45905E+17,cindylo0,2022-09-16T03:21:42.7150000-04:00,@alfaori 👆,,,,,
8.1831E+17,commus,2022-09-16T03:54:35.3780000-04:00,Does Uniswap support LP of ETHW network now?,,,,,
5.08392E+17,Tickets#6981,2022-09-16T03:56:17.6410000-04:00,,,,,,
5.27483E+17,inahlikenoother,2022-09-16T03:56:34.3330000-04:00,@commus 👆,,,,,
8.1831E+17,commus,2022-09-16T04:01:17.9900000-04:00,@inahlikenootherThanks. There's no way to withdraw old LP?,,,,,
7.45905E+17,cindylo0,2022-09-16T04:16:49.6460000-04:00,You should still be able to. Please open a ticket so we can assist.,,,,,
8.1831E+17,commus,2022-09-16T04:29:46.5140000-04:00,@Cindynoticed thanks,,👍 (1),,,
3.72022E+17,0xchefmike,2022-09-16T06:23:05.3010000-04:00,"Hey guys, if you were trying to build a trigger for all V2 swaps made from one account, how would you do it? Since the event is emitted in each pair and not in the router",,,,,
7.45905E+17,cindylo0,2022-09-16T06:24:04.0800000-04:00,Hi there. This question is more appropriate in #💻│dev-chat Please post there,,👍 (1),,,
9.68688E+17,laras2042,2022-09-16T09:44:09.1550000-04:00,need hold how many uni to join the vote ?,,,,,
9.68688E+17,laras2042,2022-09-16T09:44:25.2800000-04:00,join the snapshot vote . thanks,,,,,
7.45905E+17,cindylo0,2022-09-16T09:47:09.6620000-04:00,Any amount of UNI will do. Here's a more detailed info regarding voting https://gov.uniswap.org/t/community-governance-process/7732,,,,,
9.89275E+17,anthonynicholas.,2022-09-16T11:03:53.4080000-04:00,"Hey @everyone, we are hosting our Dev OH in the Community Voice channel 👇",,,,,
9.89275E+17,anthonynicholas.,2022-09-16T11:04:13.5030000-04:00,,https://cdn.discordapp.com/attachments/597638926152499206/1020349397000781844/Screen_Shot_2022-09-16_at_11.04.09_AM.png?ex=65f4636d&is=65e1ee6d&hm=fc280c0d335f740edc4f3577133a319c9d7cd7dc6b793ff3484d5e68b0215fa0&,,,,
9.68932E+17,romeo123#1725,2022-09-16T16:40:25.8480000-04:00,Would a leverage yield optimizer qualify for a grant from Uniswap?,,,,,
1.02043E+18,shehzad#3267,2022-09-16T16:43:52.7790000-04:00,Add me guys am new here,,,,,
4.65797E+17,jakekvm01,2022-09-16T16:44:57.9370000-04:00,Please post here instead #🔋│uni-grants,,,,,
4.65797E+17,jakekvm01,2022-09-16T16:46:08.5010000-04:00,Please don't post in multiple channels.,,,,,
1.02043E+18,shehzad#3267,2022-09-16T16:46:27.7940000-04:00,Sorry mate,,,,,
1.02043E+18,shehzad#3267,2022-09-16T16:46:54.5080000-04:00,Guys what's your opinion about block aura?,,,,,
1.02043E+18,shehzad#3267,2022-09-16T16:48:45.9560000-04:00,@Jakefrost ?,,,,,
4.65797E+17,jakekvm01,2022-09-16T16:51:02.3150000-04:00,"I'm not familiar with Blockaura, I'm sorry. Only Uniswap-related topics in this channel please.",,,,,
1.02043E+18,shehzad#3267,2022-09-16T16:52:13.0720000-04:00,Alright thank you @Jakefrost,,,,,
9.11955E+17,phoebe7200,2022-09-16T19:17:39.1960000-04:00,This is not related to uniswap. Uniswap does not support bitcoin. Please reach out to their support.,,,,,
5.08392E+17,Tickets#6981,2022-09-17T05:13:51.4860000-04:00,,,,,,
5.27483E+17,inahlikenoother,2022-09-17T05:14:05.3560000-04:00,@EmmaGh 👆,,,,,
9.08458E+17,koyzog,2022-09-17T09:15:49.4950000-04:00,hi,,,,,
7.81E+17,alexalex2809,2022-09-17T09:38:50.5120000-04:00,"Hi everyone. Happy Saturday. 

Is there a way I can see what percentage of the pool I own on Uniswap?

I’m looking at the “pools�?page and I see my positions, but it doesn’t show what percentage of the pool I own.",,,,,
3.93108E+17,SamiSam#7312,2022-09-17T09:43:43.7310000-04:00,"Hey guys, is the pool address the same when we revert tokens?",,,,,
3.93108E+17,SamiSam#7312,2022-09-17T09:44:07.4320000-04:00,Also is WETH the same as ETH in term of pool address?,,,,,
7.45905E+17,cindylo0,2022-09-17T09:44:14.0780000-04:00,"Your pool share will depend on your range. Liquidity you added are divided between ticks so your pool share can vary per tick. Please check the docs here: 
https://docs.uniswap.org/protocol/introduction
https://uniswap.org/whitepaper-v3.pdf",,,,,
9.89275E+17,anthonynicholas.,2022-09-17T09:46:58.6300000-04:00,Hey 👋,,,,,
7.45905E+17,cindylo0,2022-09-17T09:47:38.2280000-04:00,"Yes, it's the same pool.",,,,,
7.45905E+17,cindylo0,2022-09-17T09:47:51.0150000-04:00,Correct. ETH is WETH in Uniswap. The protocol wraps and unwraps it for you.,,👆 (1),,,
3.93108E+17,SamiSam#7312,2022-09-17T09:52:35.4660000-04:00,Thanks a lot this started to drive me crazy 😅,,,,,
3.93108E+17,SamiSam#7312,2022-09-17T09:53:24.6900000-04:00,"And so if I want to use uniswap SDK and swap from code, do I need WETH pairs or the protocol also do it for me?",,,,,
7.45905E+17,cindylo0,2022-09-17T09:53:44.6640000-04:00,Not sure about this one. Please ask in #💻│dev-chat,,,,,
3.93108E+17,SamiSam#7312,2022-09-17T09:55:13.7050000-04:00,Will do thanks!,,,,,
1.01922E+18,dermitnorori9#8955,2022-09-17T12:17:56.3110000-04:00,today is a good day,,,,,
1.01749E+18,kianig#2667,2022-09-17T13:22:24.2430000-04:00,😊,,,,,
4.46424E+17,.aj77,2022-09-17T13:23:20.2970000-04:00,I stay getting deleted lol,,,,,
4.46424E+17,.aj77,2022-09-17T13:23:32.0290000-04:00,This y i stay i only use #💻│dev-chat,,,,,
4.71358E+17,crypto_rachel,2022-09-17T13:24:46.8360000-04:00,"not #💬│general  content, keep things in order",,,,,
4.46424E+17,.aj77,2022-09-17T13:25:33.5890000-04:00,Feel u. Was answering hommie question hopefully he learns how to use sdk,,,,,
4.71358E+17,crypto_rachel,2022-09-17T13:26:22.4980000-04:00,"Just things, we like to be safe, and the teams can't verify everything",,,,,
4.46424E+17,.aj77,2022-09-17T13:29:56.3230000-04:00,Ard knowing; I’ll be better. Ty and team for all work ❤️,,🙏 (1),,,
9.89275E+17,anthonynicholas.,2022-09-17T13:48:42.3040000-04:00,Today is a great day,,🥳 (1),,,
9.89275E+17,anthonynicholas.,2022-09-17T13:49:08.4470000-04:00,What's everyone doing this weekend? 🙂,,,,,
7.22777E+17,chucksw#3146,2022-09-17T14:09:05.3820000-04:00,"Newbie question - something everyone knows so well that a newbie has trouble finding any explanation of it - I'm looking for any discussion of the relation between:  token quantity, token price (in terms of another token),  reserves and liquidity?   Trying to find what x*y=k means 🙂",,,,,
7.22777E+17,chucksw#3146,2022-09-17T14:10:40.2300000-04:00,I've created a pool using scripts with a liquidity of   '1.0'   --   it has  1.50511744 WMATIC    0.0015801661 WETH    and the current price is  0.0010483 WETH per MATIC,,,,,
7.22777E+17,chucksw#3146,2022-09-17T14:12:28.7850000-04:00,since 1^2 = sqrt(1) = 1.0    where do I get 1.0   from     1.50511744 WMATIC    0.0015801661 WETH     -- they are still about even 49/51%    so there's 1.5 of each in terms of MATIC    and 1.5 * 1.5 !=  1.0    🙂,,,,,
4.71358E+17,crypto_rachel,2022-09-17T14:14:50.2060000-04:00,"Literally about to walk out the door, but check my latest v2 script in #💻│dev-chat pins 
https://discord.com/channels/597638925346930701/607978109089611786/1019815309491847178
feel free to ask questions, in #💻│dev-chat  and someone will help 😊",,,,,
8.43155E+17,Etherscan Bot#5753,2022-09-17T14:14:50.7000000-04:00,,,,,,
4.71358E+17,crypto_rachel,2022-09-17T14:15:25.8010000-04:00,has all the price math,,,,,
7.22777E+17,chucksw#3146,2022-09-17T14:15:42.2560000-04:00,I'm walking out the door in a few as it is too nice a day!!,,"😁 (2),😊 (2)",,,
6.66139E+17,bing2,2022-09-17T15:30:27.3450000-04:00,"Bitcoin network doesn't support smart contracts, so it's not possible to deploy there.",,,,,
6.66139E+17,bing2,2022-09-17T15:37:23.6970000-04:00,"Not familiar with it, sorry 😅",,,,,
5.39919E+17,mintnburn,2022-09-17T15:52:25.5650000-04:00,gm - what is Uniswap Labs's path to monetization with the swap widget product?,,,,,
6.66139E+17,bing2,2022-09-17T15:54:39.7770000-04:00,No news about this. Uniswap currently does not earn anything directly from the protocol transactions.,,,,,
5.39919E+17,mintnburn,2022-09-17T15:55:08.1800000-04:00,Yeah Uniswap doesn’t but Uniswap Labs does,,,,,
5.39919E+17,mintnburn,2022-09-17T15:55:47.0360000-04:00,I’m asking about Uniswap Labs (which I understand to be a centralized software company building products on top of the Uniswap protocol),,,,,
6.66139E+17,bing2,2022-09-17T15:56:12.3310000-04:00,Protocol fees go directly into liquidity providers. None goes to Uniswap Labs team.,,,,,
5.39919E+17,mintnburn,2022-09-17T15:56:45.4480000-04:00,Yep makes sense. Curious as to how Uniswap Labs makes money,,,,,
6.66139E+17,bing2,2022-09-17T15:58:54.1890000-04:00,They did have allocated UNI tokens when it was launched: https://uniswap.org/blog/uni,,,,,
5.39919E+17,mintnburn,2022-09-17T15:59:29.5500000-04:00,That’s not a good enough reason for a16z and company to want equity stake in Labs 🙂,,,,,
6.66139E+17,bing2,2022-09-17T16:00:51.4850000-04:00,You can try to email Uniswap Labs here `contact@uniswap.org` if you have more questions about it.,,👍 (1),,,
2.86998E+17,mookiemcgee,2022-09-17T16:31:56.7130000-04:00,"I sent a TX on optimism to wrap a small amount of ETH (to Weth)... but it's been over 5 minutes and no weth in my wallet. 

Is there sometimes a delay with these tx? they have been more or less instant in the past",,,,,
5.08392E+17,Tickets#6981,2022-09-17T16:32:27.5100000-04:00,,,,,,
6.66139E+17,bing2,2022-09-17T16:32:42.2200000-04:00,Please create a ticket in #🙋│help  ☝️,,,,,
7.81E+17,alexalex2809,2022-09-17T17:21:35.6250000-04:00,Yes but does it show my pool shade depending on my range?,,,,,
6.66139E+17,bing2,2022-09-17T17:25:04.7090000-04:00,"No, the interface doesn't track these stats. You can try exploring LP tools in #🔗│helpful-links or ask around in #🤝│liquidity-providers instead.",,,,,
7.81E+17,alexalex2809,2022-09-17T17:28:20.6060000-04:00,"Thank you so much. It would be great if they add this in the future so that we can calculate the reward based on our pool percentage. We can figure out how much we can get if we increase the amount, etc. 

It’s actually very interesting not to have something basic like this on Uniswap. 

Anyway, thank you for your quick response.",,👍 (1),,,
9.89275E+17,anthonynicholas.,2022-09-17T17:59:01.7690000-04:00,"Hey Alex, I appreciate your feedback here. Can you please create a post on our ‘Feature Requests�?page? https://uniswap.canny.io/feature-requests",,,,,
6.66139E+17,bing2,2022-09-17T17:59:15.1800000-04:00,@Deleted User No price/token discussions please.,,,,,
3.95268E+17,hii.eth,2022-09-17T18:10:43.1900000-04:00,,,,,,
3.95268E+17,hii.eth,2022-09-17T18:10:56.9330000-04:00,Gm gm,,,,,
5.93416E+17,nizo.eth,2022-09-17T19:16:49.2170000-04:00,can someone in uniswap team contact opensea to relist unisocks collection (nft erc721) @Anthony,,,,,
5.93416E+17,nizo.eth,2022-09-17T19:17:12.1730000-04:00,see #🧦│socks,,,,,
6.66139E+17,bing2,2022-09-17T19:18:40.3560000-04:00,Please refrain from cold mentioning the team. Best to wait for their response in that channel.,,👍 (1),,,
4.2929E+17,pravinder,2022-09-18T01:46:05.5710000-04:00,Hiii,,,,,
3.06115E+17,.megamen,2022-09-18T02:06:00.6630000-04:00,"Hey uni team, may I know where I can get detailed historical data (fees/volume/TVL) on uni LP pools?",,,,,
7.47795E+17,sherieam,2022-09-18T02:13:17.9520000-04:00,"Uniswap only has the analytics for v2 and v3. You can also check the #🔗│helpful-links and ask in #🤝│liquidity-providers channel for other recommendations.

https://info.uniswap.org/#/
https://v2.info.uniswap.org/#/",,,,,
3.06115E+17,.megamen,2022-09-18T03:14:53.9090000-04:00,"Ok, got it. Would love daily data for some pools for say the past year or so",,,,,
7.39851E+17,Rey#5193,2022-09-18T03:16:26.6300000-04:00,"Hi there, please do not post in multiple channels. You can just post this in #🦄│speculation",,,,,
1.01513E+18,piloto07loco,2022-09-18T03:32:19.1050000-04:00,Hol,,,,,
1.021E+18,grunt#4060,2022-09-18T07:16:24.2040000-04:00,Hi,,,,,
3.33235E+17,songbirdeum,2022-09-18T09:20:01.4320000-04:00,Hi @everyone,,,,,
5.08392E+17,Tickets#6981,2022-09-18T09:20:44.6500000-04:00,,,,,,
7.22777E+17,chucksw#3146,2022-09-18T10:19:00.3840000-04:00,Interesting recent article about UniswapV3 liquidity calculations and an mev sniper  https://www.msn.com/en-us/news/technology/all-your-uniswap-v3-liquidity-farming-calculations-are-dead-wrong-here-s-why/ar-AA11Utpe,,,,,
3.06115E+17,.megamen,2022-09-18T10:25:42.1650000-04:00,"hi ser, is there any way to get an excel or csv file for historical data? seems like the only other way (for a non-coder like me) is to mouseover the charts and hardcode...",,,,,
8.25563E+17,undoubted08,2022-09-18T10:27:04.5820000-04:00,"Hi there, you can also check all transactions of the particular pool in Etherscan, then download CSV file from there.",,,,,
9.89275E+17,anthonynicholas.,2022-09-18T10:35:27.5180000-04:00,@megamen Downloading EtherScan data on a pool is probably the best way as @undoubted08 pointed out,,,,,
7.43089E+17,medizos,2022-09-18T10:41:16.9890000-04:00,TVL is bad and not robust metric(Idk why defi protocols use that) & for lp sniping that has been considered in front running in defi,,,,,
7.43089E+17,medizos,2022-09-18T10:45:02.6630000-04:00,You can check for further research,,,,,
7.43089E+17,medizos,2022-09-18T10:48:46.7300000-04:00,There are also other protocols who block mint & burn in one block to protect from lp sniping,,,,,
7.43089E+17,medizos,2022-09-18T10:53:31.0510000-04:00,DEX AMMs themselves are time independent only staking rewards(like Uni token) can reimburse LPs in time series manner,,,,,
7.43089E+17,medizos,2022-09-18T10:58:37.5930000-04:00,"https://arxiv.org/abs/2103.12732
https://eprint.iacr.org/2021/1628",,,,,
7.43089E+17,medizos,2022-09-18T11:00:08.1550000-04:00,and that's why UNI3 gov has to take fees from inputs to give rewards to LPs in time series manner,,,,,
7.22777E+17,chucksw#3146,2022-09-18T11:00:41.9520000-04:00,"It is easy to verify the diff he is talking about - https://info.uniswap.org/#/polygon/pools/0xa374094527e1673a86de625aa59517c5de346d32  shows 4.19m MATIC,  2.55m USDC -- while   https://polygonscan.com//address/0xa374094527e1673a86de625aa59517c5de346d32   has   2,721,896.23 WMATIC  1,158,854.04 USDC",,,,,
7.43089E+17,medizos,2022-09-18T11:02:17.7610000-04:00,"That's true, but even though it is fixed, it's not robust as it is dependent on spot price",,,,,
7.43089E+17,medizos,2022-09-18T11:03:48.4040000-04:00,"if your defi token is traded under 30% than yesterday in CEX, 30% of defi TVL would be gone",,,,,
7.22777E+17,chucksw#3146,2022-09-18T11:04:22.9560000-04:00,Thanks for the pdf link - lots of good reading 🙂,,👍 (1),,,
7.43089E+17,medizos,2022-09-18T11:05:43.3500000-04:00,"If you want to deep dive in MEVs & DEX AMMs 
Follow me in https://twitter.com/n1_jay",,,,,
7.43089E+17,medizos,2022-09-18T11:06:59.8780000-04:00,and take a look papers in google scholar from SoK,,,,,
7.43089E+17,medizos,2022-09-18T11:07:09.5390000-04:00,It would be much helpful,,,,,
3.06115E+17,.megamen,2022-09-18T12:10:50.4480000-04:00,would this capture fees paid?,,,,,
6.66139E+17,bing2,2022-09-18T12:40:39.1550000-04:00,"You should be able to see fees paid to the network but if you meant fees paid to the LPs, then no.",,,,,
6.66139E+17,bing2,2022-09-18T12:41:57.3490000-04:00,You could try asking over at #🤝│liquidity-providers for suggestions or you can explore the 3rd-party tools built by the community members in #🔗│helpful-links or https://uniswap.org/ecosystem,,,,,
3.06115E+17,.megamen,2022-09-18T12:46:41.0870000-04:00,"yeah was referring to fees paid to LPs...ok will ask around, thank you!",,👍 (1),,,
2.57497E+17,astralmaster_,2022-09-18T13:04:22.4300000-04:00,"Hi, rookie question here:  Do all token pairs that exist on Uniswap have liquidity pools associated with them? if so, are these pools separate smart contracts or part of the same smart contract as the pair contract itself?",,,,,
8.25563E+17,undoubted08,2022-09-18T13:05:51.2120000-04:00,"Hi there, I saw you've posted on #💻│dev-chat channel already--it's the best place to post contract related query.",,👍 (1),,,
7.91095E+17,steven_1357,2022-09-18T13:14:54.2790000-04:00,Anyone else's uniswap not working on any browser on mobile? I can't get mine to work in my wallet browser or even regular internet browser,,,,,
6.66139E+17,bing2,2022-09-18T13:17:47.6270000-04:00,"Hi there, works fine on my end. Please create a ticket in #🙋│help if you're having issues.",,,,,
5.08392E+17,Tickets#6981,2022-09-18T13:17:51.8270000-04:00,,,,,,
4.30425E+17,oriok,2022-09-18T15:20:25.0760000-04:00,hi,,,,,
4.30425E+17,oriok,2022-09-18T15:20:49.8750000-04:00,How can I test with an smart contract a swap with UniswapV3?,,,,,
6.66139E+17,bing2,2022-09-18T15:21:21.3980000-04:00,"Hi, best to post this in #💻│dev-chat",,,,,
4.30425E+17,oriok,2022-09-18T15:21:36.0430000-04:00,no one answers there,,,,,
6.66139E+17,bing2,2022-09-18T15:22:30.8700000-04:00,That's the appropriate channel for these concerns. It's still a weekend in some places so you might have to wait longer.,,👍 (1),,,
9.39259E+17,jerik5128,2022-09-18T15:30:32.3440000-04:00,"I have a problem understanding the relationship between TICKs and POSITIONs in uniswap v3.

When somebody creates a position with a price range [price_a, price_b], with several ticks between price_a and price_b,  will then every single tick be touched, and every single tick will receive some liquidity L, or is the information only kept in the two ticks at the boundary? 

i tried to figure that out from whitepaper and source code but failed so far",,,,,
6.66139E+17,bing2,2022-09-18T15:31:23.8020000-04:00,"Hi, please post this in #💻│dev-chat instead.",,,,,
7.81E+17,alexalex2809,2022-09-18T18:32:58.9930000-04:00,"Will do, thank you 😊",,,,,
7.81E+17,alexalex2809,2022-09-18T18:33:24.2080000-04:00,What are the LP rewards on Polygon? Which pools are getting rewards?,,,,,
4.27327E+17,la1210,2022-09-18T18:34:50.0370000-04:00,There is currently none outside the swap fees  you get as an LP provider.,,,,,
7.81E+17,alexalex2809,2022-09-18T18:35:39.4630000-04:00,"So there is no way to earn UNI other than swap fees, just wanted to confirm.",,,,,
4.27327E+17,la1210,2022-09-18T18:35:54.7970000-04:00,That is correct,,,,,
4.27327E+17,la1210,2022-09-18T18:36:25.3730000-04:00,Liquidity mining has ended approx 2 years ago,,👌 (1),,,
7.81E+17,alexalex2809,2022-09-18T18:36:31.2460000-04:00,So there is no purpose of UNI other than governance now?,,,,,
4.27327E+17,la1210,2022-09-18T18:37:24.6090000-04:00,The purpose of UNI token has always been for governance,,,,,
7.81E+17,alexalex2809,2022-09-18T18:38:52.3950000-04:00,"I also thought about increasing liquidity by rewarding LPs, but that’s okay. You said it ended approximately 2 years ago, so I’m late to the party a little bit 😂 

Anyway, thanks for the info 🙏",,❤️ (1),,,
9.68932E+17,romeo123#1725,2022-09-18T18:49:43.8890000-04:00,Where can I see the APY on these pools?,https://cdn.discordapp.com/attachments/597638926152499206/1021191321278480404/unknown.png?ex=65f77387&is=65e4fe87&hm=38863b95e947badab38e6c7cf365a415751c1dc4500aa7f82e68c9ff3f9faf75&,,,,
4.27327E+17,la1210,2022-09-18T18:50:55.5250000-04:00,Uniswap does not provide APY on the analytics. You will have to use 3rd party programs who does estimation on APY. You can check in #🔗│helpful-links or ask in #🤝│liquidity-providers instead,,,,,
9.68932E+17,romeo123#1725,2022-09-18T18:51:31.7770000-04:00,Can you give me the exact link?,,,,,
4.27327E+17,la1210,2022-09-18T18:52:12.0180000-04:00,https://discord.com/channels/597638925346930701/999429618253709413/999437608650285147 Any of these links,,,,,
8.43155E+17,Etherscan Bot#5753,2022-09-18T18:52:12.5190000-04:00,,,,,,
9.14263E+17,diegopaez93,2022-09-18T19:20:15.4220000-04:00,Are the weth farms working ok?,,,,,
4.27327E+17,la1210,2022-09-18T19:21:06.6170000-04:00,What do you mean? Please expound,,,,,
9.14263E+17,diegopaez93,2022-09-18T20:39:58.0700000-04:00,"Because of the merge, I was a bit unsecure about the parity 1 weth=1eth2.0",,,,,
4.27327E+17,la1210,2022-09-18T20:42:27.0360000-04:00,"There is no eth2.0 tokens. What you have right now would be the same ETH tokens, no changes on the user's end. You can read more here to clear out those misconceptions https://ethereum.org/en/upgrades/merge/",,,,,
9.14263E+17,diegopaez93,2022-09-18T20:47:36.0830000-04:00,ok thanks,,,,,
7.43089E+17,medizos,2022-09-19T01:19:31.8930000-04:00,https://discord.com/channels/597638925346930701/607978109089611786/1020182660494131271,,,,,
8.43155E+17,Etherscan Bot#5753,2022-09-19T01:19:32.3840000-04:00,,,,,,
9.23543E+17,akashgarg13,2022-09-19T01:38:24.9730000-04:00,"Hey i was going through uniswap v3 contracts and had a question...so each pool on deployment needs to be initialised , can it be done by anyone ?  also what input does it needs when i initialise it and what does it do with that input data ?",,,,,
7.43089E+17,medizos,2022-09-19T01:40:04.9590000-04:00,-> dev,,,,,
7.47795E+17,sherieam,2022-09-19T01:41:00.1590000-04:00,"For Dev related questions, please post it here #💻│dev-chat",,,,,
8.99295E+17,deranged_mouse,2022-09-19T02:38:17.4920000-04:00,"Hello sirs, any news on the genie integration. The genie discord is a ghost town",,,,,
7.47795E+17,sherieam,2022-09-19T02:50:08.3070000-04:00,"You can follow the Uniswap blog for updates here: https://uniswap.org/blog and the #📣│announcements channel.

https://twitter.com/haydenzadams/status/1565204339215536129?s=20&t=dCjuo-ko0SSs_FjNEK347w",,,,,
7.72463E+17,gabriel_knightt,2022-09-19T04:26:32.5180000-04:00,the fact that binance will use only busd will afect the swaps between busd-usdc? maybe lees liquidity or so,,,,,
