AuthorID,Author,Date,Content,Attachments,Reactions,,,,
4.27327E+17,la1210,2022-01-07T20:39:13.3600000-05:00,Let me check on your previous ticket,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-07T20:48:30.1090000-05:00,?,,,,,,
4.27327E+17,la1210,2022-01-07T20:49:43.4700000-05:00,Responded in #deleted-channel,,,,,,
9.26974E+17,Ttom#5028,2022-01-07T22:14:47.4390000-05:00,"�?,"",""
210254380593709057""",ehhhhbuddy,2022-01-07T22:55:05.2860000-05:00,Does anyone know why it’s important for regulators to determine the appropriate classification of governance tokens? (Whether token is actually employed for governance vs as a proxy for investment in the service),,,
7.47795E+17,sherieam,2022-01-07T23:26:11.7680000-05:00,"@Monkey D Luffy Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.75523E+17,monkeydluffy.,2022-01-07T23:26:46.5410000-05:00,what,,,,,,
6.7186E+17,agilegoldfinch,2022-01-07T23:32:34.4440000-05:00,Is it possible to set a v3 usdc/eth range where you are 100% usdc at the bottom of your range and 100% eth at the top?,,,,,,
2.10254E+17,ehhhhbuddy,2022-01-07T23:42:45.8440000-05:00,guys plz report @Snr. Gatten  💻📠  its a scammer,,,,,,
7.47795E+17,sherieam,2022-01-07T23:46:39.4580000-05:00,Please report here >>> #⚠│report-scams with screenshot of your conversation.,,,,,,
7.47795E+17,sherieam,2022-01-07T23:52:09.3320000-05:00,"You may check the guide here >>> https://help.uniswap.org/en/articles/5391541-provide-liquidity-on-uniswap-v3 And also, you post the question here #🤝│liquidity-providers",,,,,,
8.77393E+17,jreal#2517,2022-01-08T01:18:55.1110000-05:00,How long dose uniswap usually take for transactions to go through I’ve been waiting for 25 min,,,,,,
7.47795E+17,sherieam,2022-01-08T01:19:47.4150000-05:00,It will take time if you pay for less gas and it will be executed immediately if you pay high gas. Current fees >>> https://etherscan.io/gastracker,,,,,,
8.77393E+17,jreal#2517,2022-01-08T01:20:13.9780000-05:00,Yeah I paid low gas like 40,,,,,,
7.47795E+17,sherieam,2022-01-08T01:30:48.4630000-05:00,Please continue here >>> #deleted-channel,,,,,,
7.47795E+17,sherieam,2022-01-08T01:31:25.4530000-05:00,"@Deleted User Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
4.56227E+17,Deleted User,2022-01-08T02:56:41.4710000-05:00,hi,,,,,,
7.47795E+17,sherieam,2022-01-08T03:07:59.9800000-05:00,"Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
8.79395E+17,jackkerouaci,2022-01-08T03:11:35.6230000-05:00,hi,,,,,,
7.47795E+17,sherieam,2022-01-08T03:28:30.5440000-05:00,"@mhsaeadi Your ticket >>> #deleted-channel
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.96147E+17,destructerx999,2022-01-08T03:56:51.7290000-05:00,Is Uniswap working? I’m not seeing gas fees for past few mins,,,,,,
7.47795E+17,sherieam,2022-01-08T03:57:34.3130000-05:00,No reported issue of same kind.,,,,,,
7.96147E+17,destructerx999,2022-01-08T03:58:32.2200000-05:00,sayin unexpected error could not estimate gas for the swap,,,,,,
7.47795E+17,sherieam,2022-01-08T03:59:12.8900000-05:00,Using wallet built-in browser or Desktop browser?,,,,,,
7.96147E+17,destructerx999,2022-01-08T03:59:33.9590000-05:00,Yes,,,,,,
7.47795E+17,sherieam,2022-01-08T04:00:26.2360000-05:00,Which one? On a mobile device or computer?,,,,,,
7.96147E+17,destructerx999,2022-01-08T04:00:52.5150000-05:00,Mobile,,,,,,
7.47795E+17,sherieam,2022-01-08T04:02:10.2110000-05:00,Please create a ticket. Click the 📩  icon here #🙋│help,,,,,,
7.47795E+17,sherieam,2022-01-08T04:02:17.8110000-05:00,"⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.96147E+17,destructerx999,2022-01-08T04:22:24.1460000-05:00,The amount of scammers is insane,,,,,,
7.47795E+17,sherieam,2022-01-08T04:22:52.7920000-05:00,Report them all here >>> #⚠│report-scams,,,,,,
8.53973E+17,8888#8115,2022-01-08T04:38:47.0830000-05:00,Hello everyone,,,,,,
8.53973E+17,8888#8115,2022-01-08T04:39:52.1720000-05:00,Uniswap V3 positions in opensea how can anyone buy ?,,,,,,
7.45905E+17,cindylo0,2022-01-08T04:41:04.3010000-05:00,There isn't any market for it. Be careful with transferring your UNIV3 NFTs. You need those in your wallet in order to remove your liquidity later on.,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T04:41:49.8230000-05:00,":no_entry: Uniswap staff would never DM you first and never ask for your information or send you links to ""fix"" your account. 
:woman_construction_worker: No ""moderator"" or ""customer support"" will ever ask you for your seed!

:warning: Be suspicious of anyone who reaches out to you in private!
:selfie: Never trust dodgy direct messages!
:performing_arts: If you receive unsolicited messages offering help use the #⚠│report-scams channel to expose the fraudsters.

:warning: Never share your private keys or passwords with ANYONE (even if they claim to be from the Uniswap Team) 
:closed_lock_with_key: Never give/type out your seed (or share the encrypted .JSON)

:warning: Do not click on any links or download any files sent to you in a private message, this will result in loss of assets! 
:envelope_with_arrow: Turn off direct messages to disable the ability of the spammers to contact you directly.

:moneybag:There is no airdrop, giveaway nor promotion

:hot_face:Try to include the user ID of the scammer, this will prevent them from hiding by changing their nickname. 
https://support.discord.com/hc/en-us/articles/206346498-Where-can-I-find-my-User-Server-Message-ID-",,,,,,
8.53973E+17,8888#8115,2022-01-08T04:42:35.3970000-05:00,I saw it in opensea as an NFT not for sale and without a floor price I thought its something someone can buy as the discord link got me in here,,,,,,
7.45905E+17,cindylo0,2022-01-08T04:48:07.5990000-05:00,"@aaron126118 For any token discussion, please post in #🦄│speculation",,,,,,
8.41844E+17,im_meddy,2022-01-08T05:26:02.9590000-05:00,Hello 👋 guys i need to swap some eth to shibdoge )) but not work why ??,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T05:26:18.4380000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
7.45905E+17,cindylo0,2022-01-08T05:26:22.4200000-05:00,@marceline lover 😈🎶 👆,,,,,,
8.03285E+17,tonybolony#1275,2022-01-08T05:45:41.3800000-05:00,"I’ll comeback tomorrow , thanks",,,,,,
9.27949E+17,NeptuneSnows#0768,2022-01-08T06:58:28.1410000-05:00,"Hi everyone, pleasure to join :ty:",,,,,,
4.80037E+17,psyduck35,2022-01-08T07:55:22.3270000-05:00,"Hey, is there any possibility to reach eth wallet owner? My friend just hacked 5k usd. Only thing that we know, the hacker eth address where he/she sent funds.",,,,,,
7.47795E+17,sherieam,2022-01-08T07:59:16.0630000-05:00,It is still difficult to recover. Unless they will return the funds.,,,,,,
4.80037E+17,psyduck35,2022-01-08T08:05:12.8760000-05:00,Is it possible to contact the address owner? Any possibility for sending a message?,,,,,,
7.45905E+17,cindylo0,2022-01-08T08:06:04.4220000-05:00,An account owner is only known for their address. No other information is known.,,,,,,
4.80037E+17,psyduck35,2022-01-08T08:13:34.8730000-05:00,Thank you.,,,,,,
7.45905E+17,cindylo0,2022-01-08T08:22:26.4110000-05:00,"Please reply to your opened ticket here: #deleted-channel 
 ⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.19706E+17,severus9837,2022-01-08T08:26:58.9220000-05:00,"Thanks Cindy, yeah I knw there are a lot of scammers",,,,,,
4.23942E+17,ryb0ne,2022-01-08T10:59:54.5690000-05:00,What can be done with the uni v-1 tokens,,,,,,
7.45905E+17,cindylo0,2022-01-08T11:03:56.7820000-05:00,"Please reply to your opened ticket here #deleted-channel 
 ⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
8.30267E+17,daddyxto,2022-01-08T11:04:16.4980000-05:00,"I have been trying to swap tokens on uniswap via metamask for the past 2days and keep getting failed txns yet txn fees are deducted. 
Anyone experiencing similar issues?",,,,,,
5.08392E+17,Tickets#6981,2022-01-08T11:04:40.4170000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
7.45905E+17,cindylo0,2022-01-08T11:04:46.9640000-05:00,@T.D.H 👆,,,,,,
6.83992E+17,aetoday,2022-01-08T11:55:49.0930000-05:00,how can turn off auto router?,,,,,,
6.83992E+17,aetoday,2022-01-08T11:57:11.0330000-05:00,dont want pay for 2 transactions V2+V3,,,,,,
6.66139E+17,bing2,2022-01-08T11:58:10.6010000-05:00,"Turning it off will only make it compute the routes locally in your browser, it doesn't turn off Auto Router completely. https://uniswap.org/blog/auto-router-v2

You can use an older versions of the UI if you want: https://github.com/Uniswap/interface/releases/tag/v4.19.6 

Or these links: 
- https://bafybeigkgx3gq5yrrsyxpna2czlq3bc2ish2gk6yqh7v57kugehlq6qoly.ipfs.dweb.link/
- https://bafybeigkgx3gq5yrrsyxpna2czlq3bc2ish2gk6yqh7v57kugehlq6qoly.ipfs.cf-ipfs.com/",,,,,,
6.83992E+17,aetoday,2022-01-08T11:58:48.3680000-05:00,ty,,👍 (1),,,,
8.9138E+17,BigCool#6824,2022-01-08T12:07:59.2050000-05:00,Any jobs at uni swap or hiring? I love the community would love to work for this project.,,,,,,
6.66139E+17,bing2,2022-01-08T12:08:41.7100000-05:00,You can check open positions at https://jobs.lever.co/Uniswap,,,,,,
8.08064E+17,captainobvious81,2022-01-08T12:10:23.6400000-05:00,Is anyone in saitama inu?,,,,,,
9.19238E+17,fancifulNFT#3489,2022-01-08T12:16:01.0360000-05:00,Hi guys,,,,,,
9.19238E+17,fancifulNFT#3489,2022-01-08T12:17:02.7430000-05:00,Newbie here and i'm looking to see if anyone is able to help put me through on some issues?,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T12:17:54.2430000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
7.45905E+17,cindylo0,2022-01-08T12:18:02.4900000-05:00,@fancifulNFT 👆,,,,,,
9.19238E+17,fancifulNFT#3489,2022-01-08T12:18:59.0890000-05:00,"Ok, i dunno if it is a troubleshooting help",,,,,,
9.19238E+17,fancifulNFT#3489,2022-01-08T12:20:01.8480000-05:00,it has to do with me Staking my $UNI to stake,,,,,,
8.08731E+17,emre1690,2022-01-08T12:24:44.6700000-05:00,hello do I pay fees if am out of range and returned to 100 % in one sort of my lp pair?,,,,,,
6.66139E+17,bing2,2022-01-08T12:31:53.1010000-05:00,"You mean gas fees for removing liquidity? If so, then yes. Transactions in Ethereum requires ETH for gas fees.",,,,,,
8.08731E+17,emre1690,2022-01-08T12:35:20.8640000-05:00,"I do not mean transaction. I mean fees for trade. I do not know but maybe swapping fee, as one of my token in lp, converted mathematically to other?",,,,,,
6.66139E+17,bing2,2022-01-08T12:36:24.0670000-05:00,You won't earn fees if the price is outside your range.,,,,,,
8.08731E+17,emre1690,2022-01-08T12:40:40.7320000-05:00,"😇  I know this basic rule. I ASK, I add %40 eth and %60 matic in lp in V3, let us consider that matic raised so much in unit price and my asset returned into %100 eth and so I got out of range. so, finally my %60 MATIC IS ETH now.  <<< is there any cut mathematically?",,,,,,
6.66139E+17,bing2,2022-01-08T12:42:01.7760000-05:00,"No, your pool will not be used for swaps if it's out of range. Your pool will remain the same.",,,,,,
8.08731E+17,emre1690,2022-01-08T12:42:26.9170000-05:00,Thank you.,,,,,,
8.6456E+17,CryptoCaddy#4798,2022-01-08T13:25:43.6020000-05:00,just need to confirm im speaking with a real support agent can you confirm here?,,,,,,
6.66139E+17,bing2,2022-01-08T13:26:25.9210000-05:00,You can check my discord role.,,,,,,
6.66139E+17,bing2,2022-01-08T13:26:40.3240000-05:00,,https://cdn.discordapp.com/attachments/597638926152499206/929440989754560553/unknown.png?ex=65f5e460&is=65e36f60&hm=8782c07d4f29a45fe69689e9edafc02dc5084f0c7b771b6740c990cc7926833d&,,,,,
9.23625E+17,jaho8#5329,2022-01-08T15:27:26.6770000-05:00,Started a thread.,,,,,,
8.6017E+17,Zinedine Lalami#4727,2022-01-08T15:35:36.0810000-05:00,Bonjour j’ai acheter des winkyverse sur uniswap et j’aimerai les changer en eth pour les transférer sur mon compte metamask mais je n’y arrive,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T15:39:07.7450000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
6.66139E+17,bing2,2022-01-08T15:39:25.2840000-05:00,@Zinedine Lalami Please use English only. Please create a ticket following the instructions above☝️ DO NOT accept any help/support in direct messages (DMs). They're all scammers.,,,,,,
9.2947E+17,jpblack1971#2495,2022-01-08T16:08:05.4660000-05:00,How do I connect my Coinbase wallet?,,,,,,
6.66139E+17,bing2,2022-01-08T16:12:40.8350000-05:00,"You can follow this: https://www.swapfol.io/connecting-uniswap-to-coinbase/

DO NOT accept any help/support in direct messages (DMs). They're all scammers.",,,,,,
9.05188E+17,DryBread#3816,2022-01-08T16:16:15.4960000-05:00,Heya,,,,,,
8.01209E+17,gem hunter#3238,2022-01-08T19:24:14.6710000-05:00,Hi I’m having issues with a transaction who can help me ?,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T19:24:47.4870000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
6.66139E+17,bing2,2022-01-08T19:24:53.0530000-05:00,Please create a ticket following the instructions above☝️ DO NOT accept any help/support in direct messages (DMs). They're all scammers.,,,,,,
7.47795E+17,sherieam,2022-01-08T21:20:50.0630000-05:00,"@Deleted User Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
4.56227E+17,Deleted User,2022-01-08T22:31:44.0290000-05:00,Are we able to use V1 still? Not sure where to change version?,,,,,,
5.08392E+17,Tickets#6981,2022-01-08T22:35:48.7910000-05:00,"Here's the link to Uniswap v1 UI:
https://bafybeiehogk3rdmet7pd3ddtmz2pnsrivmdjvlnf5qczujl5plmkouispm.ipfs.cf-ipfs.com/",,,,,,
7.47795E+17,sherieam,2022-01-08T22:36:02.7430000-05:00,Use the link above👆,,,,,,
4.56227E+17,Deleted User,2022-01-08T22:46:55.1460000-05:00,Thank you!,,👍 (1),,,,
3.98479E+17,swing_pop,2022-01-08T23:40:38.1050000-05:00,"I'm still having issues with this... it seems like when the current price is close to the price range chosen, the UI goes crazy and doesn't know what to do. Anyone else having these problems?",,,,,,
7.47795E+17,sherieam,2022-01-08T23:44:29.4020000-05:00,@Deleted UserDo not offer DM support you can be easily banned for it.,,,,,,
7.47795E+17,sherieam,2022-01-08T23:44:40.6410000-05:00,Support should be in public channel.,,,,,,
7.47795E+17,sherieam,2022-01-08T23:45:07.2540000-05:00,"⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
3.98479E+17,swing_pop,2022-01-09T00:25:59.8530000-05:00,Why not explain here in the open chat instead? It could help others in the future as well...,,,,,,
3.98479E+17,swing_pop,2022-01-09T00:31:04.7030000-05:00,lol if you ever have to enter your phrase it's probably a scam,,,,,,
9.29607E+17,BETTY dray#2827,2022-01-09T00:51:25.9700000-05:00,This guy his scam,,,,,,
6.17128E+17,yj_alt,2022-01-09T00:59:17.6400000-05:00,"Report in #⚠│report-scams , with screenshots",,,,,,
7.47795E+17,sherieam,2022-01-09T01:41:12.4000000-05:00,"@Hoss078 Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.47795E+17,sherieam,2022-01-09T02:22:29.3230000-05:00,Please create a ticket. Click the  📩 icon here #🙋│help,,,,,,
7.47795E+17,sherieam,2022-01-09T02:22:34.3800000-05:00,"⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
7.47795E+17,sherieam,2022-01-09T02:28:37.0000000-05:00,"@Deleted User Your ticket >>> #deleted-channel 
⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
3.80193E+17,.drunkenslav,2022-01-09T03:05:47.7800000-05:00,Hello there is a issue with converting Satiama to Shinja whats going on its not letting people sell,,,,,,
3.80193E+17,.drunkenslav,2022-01-09T03:10:15.1210000-05:00,,https://cdn.discordapp.com/attachments/597638926152499206/929648250573684756/1015.PNG?ex=65f6a566&is=65e43066&hm=c7bdc2d2494bb6f6096967b0730c54fc485c6140d919fdbdf5f8be947394e81c&,,,,,
9.09376E+17,zhulongfei#4180,2022-01-09T03:24:56.2540000-05:00,maybe i can thry,,,,,,
7.47795E+17,sherieam,2022-01-09T03:37:39.5420000-05:00,"⚠️ Please DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
9.30216E+16,_rendezvous_,2022-01-09T04:21:55.3370000-05:00,"I believe that if I create a liquidity pool using Uniswap, I can run transactions through that pool and other uniswap pools using the router, at least I think that's what I read. I saw there is also something that will calculate the optimal route as well.
Question: If I create my own liquidity pool, is it automatically available, in the case that it creates an optimal route between two other tokens? Is it registered on a public registry, or do people actually have to know about it to use it?
(Yeah, I know people can watch transactions, this is aside from that)

Another way to looking at it. Let's say I have a token ""ABC"" and I create a liquidity pool to USDC, and another to DAI. If one of my pools is misbalanced (arbitrage) and provides a better price to buy DAI, would somebody swapping USDC - DAI automatically take advantage of that arbitrage by going through my token?",,,,,,
7.47795E+17,sherieam,2022-01-09T04:24:57.7350000-05:00,The Uniswap router will route the swap to the best price.,,,,,,
9.30216E+16,_rendezvous_,2022-01-09T04:27:30.0260000-05:00,"Ok, thanks!",,,,,,
8.65882E+17,boudiii#2870,2022-01-09T04:53:46.1980000-05:00,Hi,,,,,,
8.65882E+17,boudiii#2870,2022-01-09T04:55:09.0310000-05:00,,https://cdn.discordapp.com/attachments/597638926152499206/929674649254658068/IMG_6227.png?ex=65f6bdfc&is=65e448fc&hm=b7bd7db9227af605e26cf44b1ae4ec58d773549cb9ce621968e6e32c0158ace4&,,,,,
8.65882E+17,boudiii#2870,2022-01-09T04:56:25.4180000-05:00,I did not recieve any dpr in my metamask,,,,,,
3.78243E+17,telcontar,2022-01-09T05:20:56.7220000-05:00,i thought uniswap was live on polygon too? :wot:,https://cdn.discordapp.com/attachments/597638926152499206/929681140699242496/unknown.png?ex=65f6c408&is=65e44f08&hm=e07189784dd0235ba7a43eaf3c9927ee3b3caaddb931397ec358a8bf7e50b555&,,,,,
8.25563E+17,undoubted08,2022-01-09T05:22:44.0450000-05:00,"Hi there, please do a hard refresh on your browser CTRL SHIFT R or basic troublshooting steps like clearing cache, cookies (just make sure you have a back up for important info especially your Seedphrase/privatekey/password.",,wtf (1),,,,
3.78243E+17,telcontar,2022-01-09T05:23:33.0660000-05:00,thanks it worked,,👍 (1),,,,
8.59392E+17,sef8888,2022-01-09T06:41:07.7020000-05:00,Is uniswap arbitrum down? I can't seem to switch to arbitrum chain,,,,,,
7.47795E+17,sherieam,2022-01-09T06:41:39.8450000-05:00,What browser are you using? Try to delete cookies and cache. Make sure the wallet is in ARB network.,,,,,,
8.59392E+17,sef8888,2022-01-09T07:05:50.0160000-05:00,Firefox. Also cleared the cache. But it doesn't work. Other chains like polygon and optimism work.,,,,,,
8.25563E+17,undoubted08,2022-01-09T07:10:16.4680000-05:00,"Hmmm, are you using metamask wallet? Seems metamask can't connect to arbitrum network. By the way, DO NOT accept help or support in direct messages (DMs), there are scammers lurking so beware!",,,,,,
5.08392E+17,Tickets#6981,2022-01-09T07:10:54.3020000-05:00,"For troubleshooting help, please go to #🙋│help and click on the ""**Open a Ticket**"" button. Scroll down to the bottom of Uniswap channel lists (left pane) to see your ticket (that shows your discord username), then state your issue there. Wait for next Uniswap helpers/support team to respond. 

:warning: Please **DO NOT** accept help or support in direct messages (DMs), there are scammers lurking so beware!
https://cdn.discordapp.com/attachments/597638926152499206/867154929973723146/Create_a_ticket.png",,,,,,
8.59392E+17,sef8888,2022-01-09T07:11:12.0140000-05:00,Yes I'm using metamask,,,,,,
8.25563E+17,undoubted08,2022-01-09T07:12:33.6080000-05:00,Seems a metamask issue. I can't connect my metamask on arbitrum network as well.,,,,,,
8.59392E+17,sef8888,2022-01-09T07:15:56.5760000-05:00,"OK noted. In arbitrum discord channel, they mentioned that they are investigating  issues on the network.",,👍 (1),,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:51:10.0660000-05:00,I got ripped off this week because uniswap has discord on its page.  I went to discord for help then lost all my crypto from my coinbase wallet.  Uniswap should not use discord on its page.  Uniswap is sending unsuspecting customers straight to the predators,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:52:20.6870000-05:00,How do we get hold of real uniswap reps,,,,,,
8.25563E+17,undoubted08,2022-01-09T09:53:36.9400000-05:00,"This is the official Uniswap discord. Support team answers your question here, in public or through tickets, but never on DIrect Messages (DMs).",,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:54:21.6750000-05:00,Yah well when you have discord on your website your setting people up to get ripped off,,,,,,
8.25563E+17,undoubted08,2022-01-09T09:55:23.5560000-05:00,The discord icon on the site actually redirects you here.,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:55:24.2070000-05:00,I can’t even tell if this is where to get help or not still?,,,,,,
8.25563E+17,undoubted08,2022-01-09T09:57:17.0880000-05:00,"As I've said, this is the official Uniswap discord.",,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:57:53.8640000-05:00,Well I lost my crypto after going here,,,,,,
8.25563E+17,undoubted08,2022-01-09T09:58:24.4310000-05:00,Did you accept help on Direct Message (DMs)?,,,,,,
8.25563E+17,undoubted08,2022-01-09T09:58:53.2840000-05:00,"As I've said, we don't do support on DMs, those who DM you are scammers.",,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T09:59:12.2060000-05:00,I have no idea?,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:00:42.5890000-05:00,All my crypto is gone from my coinbase wallet because I went to discord to get help.  If the danger of DM is here uniswap should not use discord,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:01:48.5480000-05:00,So how are you going to help me get my funds back.  Uniswap should be held responsible for guiding its customers to a sight where predators lurke,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:03:03.6210000-05:00,Why does uniswap not have its own chat sight,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:04:06.6560000-05:00,This is worse than a scam because uniswap can just say well don’t talk to DM people but this discord sight is too confusing.  Where is help?,,,,,,
1.69981E+17,soothing_remedy,2022-01-09T10:06:01.7130000-05:00,hi 🙂  in which channel should I ask to understand how my position was entered and exited?  I do not understand how I could have made such gains?,,,,,,
8.25563E+17,undoubted08,2022-01-09T10:07:02.8600000-05:00,Being decentralized and permissionless really does put all the control in the users hands--you are the one who has full custody of your funds. We always give all users a warning here from time to time.,,,,,,
8.25563E+17,undoubted08,2022-01-09T10:07:20.8490000-05:00,You can check #🤝│liquidity-providers channel.,,,,,,
1.69981E+17,soothing_remedy,2022-01-09T10:07:28.5420000-05:00,thanks 🙂,,👍 (1),,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:07:46.6070000-05:00,Your warning does not help,,,,,,
9.286E+17,wild_river_guide#3517,2022-01-09T10:08:55.7920000-05:00,Uniswap should not use a tank full of sharks to help its customers in,,,,,,
1.69981E+17,soothing_remedy,2022-01-09T10:15:37.5930000-05:00,small question; is there a way to destroy a closed NFT position?,,,,,,
6.66139E+17,bing2,2022-01-09T10:17:59.4520000-05:00,The easiest way would be sending it to a dead/burn address.,,,,,,
1.69981E+17,soothing_remedy,2022-01-09T10:19:26.1040000-05:00,that's actually really smart 🙂  Thanks 🙂,,,,,,
6.66139E+17,bing2,2022-01-09T10:21:59.8960000-05:00,"If it's not there, the token authors will have to add it to any of the tokenlists in https://tokenlists.org/",,,,,,
1.69981E+17,soothing_remedy,2022-01-09T10:22:19.0220000-05:00,"is anyone who is knowledgable on how uniswap position ratio works could check my message in #🤝│liquidity-providers it would be greatly appreciated.  as much as I like the gains, I can't shake the feeling it might be a bug?",,,,,,
6.66139E+17,bing2,2022-01-09T10:26:58.5300000-05:00,You can explore community-built tools in #🔗│helpful-links-archive . You might understand more what happened to your pool. 🙂,,,,,,
5.08392E+17,Tickets#6981,2022-01-09T10:45:30.8320000-05:00,":no_entry: Uniswap staff would never DM you first and never ask for your information or send you links to ""fix"" your account. 
:woman_construction_worker: No ""moderator"" or ""customer support"" will ever ask you for your seed!

:warning: Be suspicious of anyone who reaches out to you in private!
:selfie: Never trust dodgy direct messages!
:performing_arts: If you receive unsolicited messages offering help use the #⚠│report-scams channel to expose the fraudsters.

:warning: Never share your private keys or passwords with ANYONE (even if they claim to be from the Uniswap Team) 
:closed_lock_with_key: Never give/type out your seed (or share the encrypted .JSON)

:warning: Do not click on any links or download any files sent to you in a private message, this will result in loss of assets! 
:envelope_with_arrow: Turn off direct messages to disable the ability of the spammers to contact you directly.

:moneybag:There is no airdrop, giveaway nor promotion

:hot_face:Try to include the user ID of the scammer, this will prevent them from hiding by changing their nickname. 
https://support.discord.com/hc/en-us/articles/206346498-Where-can-I-find-my-User-Server-Message-ID-",,,,,,
3.00229E+17,lko,2022-01-09T12:30:03.8400000-05:00,Does the transaction for claiming fees on a pair have a timer or could I make the transaction with a low amount of gwei and just wait until gas prices are low enough?,,,,,,
6.66139E+17,bing2,2022-01-09T12:36:32.8640000-05:00,"Not sure, but I don't see any deadline in the input data 😅 You can just increase the transaction deadline to be sure 🙂 I believe it allows you up to 4320 minutes.",,,,,,
3.00229E+17,lko,2022-01-09T12:43:09.4370000-05:00,Oke thanks hahaha will just try it out then.,,👍 (1),,,,
9.286E+17,wild_river_guide#3517,2022-01-09T13:07:21.3860000-05:00,I need help,,,,,,
6.66139E+17,bing2,2022-01-09T13:07:57.8090000-05:00,You created a ticket here: #deleted-channel DO NOT accept any help/support in direct messages (DMs). They're all scammers.,,,,,,
