AuthorID,Author,Date,Content,Attachments,Reactions,,,,,,
6.08637E+17,gsvet,2022-09-16T09:02:36.7680000-04:00,"Hey everyone, when are we supposed to get our ETHW airdrop? Do we have to do anything about it?",,,,,,,,
4.02486E+17,nhimxu25,2022-09-16T09:10:34.4800000-04:00,"We will notify users in a separate announcement once the distribution is complete and when deposits and withdrawals for ETHW are enabled, or if the ETHW chain is unsuccessful: <https://www.binance.com/en/support/announcement/a25765e66a914b6989892b44b455c8e5>",,,,,,,,
4.56227E+17,Deleted User,2022-09-16T09:27:05.2770000-04:00,sup,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T09:27:39.1620000-04:00,"i am begginer at trading and binance, can someone tell me, is there binance future for phones, and how to download it",,,,,,,,
1.91673E+17,akrembc,2022-09-16T09:51:06.1090000-04:00,please send me even 1 dollar my id is 328419260,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T10:20:58.0280000-04:00,i dont even have one lol,,,,,,,,
4.90851E+17,snow_blue,2022-09-16T10:30:36.3180000-04:00,You can trade futures on Binance's mobile app,,,,,,,,
4.84853E+17,film_star,2022-09-16T10:30:54.1300000-04:00,country restricted,,�?(2),,,,,,
8.50217E+17,ashikbd79,2022-09-16T10:34:46.1210000-04:00,Hi,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T10:34:53.7350000-04:00,is serbia allowed?,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T10:37:54.8600000-04:00,"how can i delete my account, i didnt even verified it yet, but i need to delete it bcuz my parents needs to enter their info @AScore",,,,,,,,
2.66021E+17,ascore,2022-09-16T10:47:42.8170000-04:00,"Please contact support, they can help you out with it.",,,,,,,,
4.56227E+17,Deleted User,2022-09-16T10:47:54.3120000-04:00,thanks,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T10:48:33.6000000-04:00,can they delete my account?,,,,,,,,
9.67344E+17,jd_sir,2022-09-16T10:55:19.9960000-04:00,Defi Wallet is not opening.,https://cdn.discordapp.com/attachments/882554401154289667/1020347159486410922/Screenshot_2022-09-16-20-22-23-97_ee1cec40dcf6eb3919ecbfc5d87e6719.jpg?ex=66194b57&is=6606d657&hm=1596d04faf97e0a82becca71042bc77a694dc7b703fa6b7c71e0c75187e3e913&,,,,,,,
9.25438E+17,viktor19796952,2022-09-16T11:00:21.0870000-04:00,"Hi, I need some help. Yesterday I sent some Usdt to a friend and she received the notification but the balance of her funding wallet is still 0. Any idea?",,,,,,,,
9.25438E+17,viktor19796952,2022-09-16T11:00:40.9270000-04:00,,https://cdn.discordapp.com/attachments/882554401154289667/1020348505606344827/20220916_115406.jpg?ex=66194c98&is=6606d798&hm=1ad54a82fa11c662ccd350bb1b055687c71ff58094a4615749010e6ee882b5e8&,,,,,,,
5.77915E+17,jolael,2022-09-16T11:01:12.8650000-04:00,where is my ethw?,,,,,,,,
5.77915E+17,jolael,2022-09-16T11:03:09.5080000-04:00,"i want to get mine asap and sell it fast before the market collapse, as it does with all new coins. don't delay me, thats costing me money",,,,,,,,
4.02486E+17,nhimxu25,2022-09-16T11:14:00.8960000-04:00,check on Spot wallet,,,,,,,,
9.25438E+17,viktor19796952,2022-09-16T11:14:32.2680000-04:00,Let me check,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:16:28.9620000-04:00,is it work?,,,,,,,,
9.25438E+17,viktor19796952,2022-09-16T11:16:59.8210000-04:00,I'm asking my friend to check that,,,,,,,,
4.02486E+17,nhimxu25,2022-09-16T11:17:49.6720000-04:00,Clear the cache in the app,,,,,,,,
4.90851E+17,snow_blue,2022-09-16T11:27:29.5470000-04:00,"He Yi's closing remarks on the crypto space -- one of the event's most authentic moments! She emphasized Binance's long-term commitment to growing not only the company but also supporting the wider Web3 industry, as well as servicing its own community of users. Reassuring talk in the face of crypto skeptics! #BinanceBlockchainWeek",https://cdn.discordapp.com/attachments/882554401154289667/1020355252584714293/Screenshot_20220916-144105_Binance.jpg?ex=661952e1&is=6606dde1&hm=f2beaddd0202b74872a28d8faa3f449aef41a8662ff30a42e81e70b4f4b5f42f&,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:31:58.2830000-04:00,"i made an account, i didnt verify it yet, i need to delete it bcuz my parents need to enter their name, im underrage, i saw that after🤦🏽‍♂�?,https://cdn.discordapp.com/attachments/882554401154289667/1020356379279626260/Screenshot_20220916-165626_Binance.jpg?ex=661953ee&is=6606deee&hm=39221669cd158299aa9b1d4088ef317ce8987f7526138ee3272e9650b6d6562c&",https://cdn.discordapp.com/attachments/882554401154289667/1020356379527102514/Screenshot_20220916-165628_Binance.jpg?ex=661953ee&is=6606deee&hm=5d3118a2a309979e263c4a1b206508b769ee9534f6d65156feb54137ed3b5692&,"https://cdn.discordapp.com/attachments/882554401154289667/1020356379829084230/20220916_171418.jpg?ex=661953ee&is=6606deee&hm=835fd36baf9dd3d3aa8dab869944506a9f95e71953d0fba5fbbe264ef7d1d464&""",,,,,,
4.02486E+17,nhimxu25,2022-09-16T11:40:14.8730000-04:00,"https://www.binance.com/en/chat
the first questions are from a bot ... answer with ""unsolved problem 👎"" and you will chat with an operator.",,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:43:40.9570000-04:00,okay,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:44:40.1600000-04:00,@NhimXu25,https://cdn.discordapp.com/attachments/882554401154289667/1020359575255404614/Screenshot_20220916-174433_Chrome.jpg?ex=661956e8&is=6606e1e8&hm=a5bcd7dd455314ac591d2f7138f86907f7b92ab40c713296cad59e61a31b2502&,,,,,,,
4.02486E+17,nhimxu25,2022-09-16T11:46:41.2700000-04:00,"Yes, transfer to �?,"",💜 (1)""",,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:46:52.1730000-04:00,thnx,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:56:43.3320000-04:00,@NhimXu25 im talking to unkown person...,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T11:58:14.2700000-04:00,bro is thanking too much,,,,,,,,
9.65646E+17,Bibi,2022-09-16T12:00:10.5590000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-16T12:00:12.1120000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T12:00:24.0300000-04:00,no,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T12:00:32.8710000-04:00,i dont want to report anyone,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T12:06:41.1440000-04:00,"i fixed my problem, thanks @NhimXu25",,ex_binance (4),,,,,,
8.87641E+17,gcrp14,2022-09-16T12:45:10.1130000-04:00,Is there a way to get my lost assets on binance !!!,,,,,,,,
4.90851E+17,snow_blue,2022-09-16T13:20:24.6210000-04:00,safu? (secure asset fund for users),,,,,,,,
5.77915E+17,jolael,2022-09-16T14:24:50.0580000-04:00,soo many miners are quitting; when soon there will be 51% attack,,,,,,,,
5.77915E+17,jolael,2022-09-16T14:25:20.1840000-04:00,:6083puttolilguy:,,,,,,,,
2.95628E+17,lorcans,2022-09-16T14:31:35.2740000-04:00,any plans to add Expanse (EXP) to trade,,,,,,,,
8.6896E+17,pika8764,2022-09-16T15:08:46.2340000-04:00,"so like , i got banned from telegram group , bc i asked when the rewards will be distributed 
is that a valued reason to ban a member ?",,,,,,,,
5.10436E+17,act376,2022-09-16T15:24:28.1110000-04:00,Hy,,,,,,,,
4.56227E+17,Deleted User,2022-09-16T15:25:37.1120000-04:00,"Can i open chat with support on the app? ‍‎‎‎‎‎‎‎‌​​​​‌‎‎‎‎‎‎‎‎‎‎‌​​‌​​​​​​‌‎‎‌�?,"",""
965645665445249094""",Bibi,2022-09-16T16:00:10.3990000-04:00,You can report scammers in #🚨┃report-scams,,,,,
9.52014E+17,Bibi#4458,2022-09-16T16:20:02.7410000-04:00,,,,,,,,,
4.34472E+17,cyberturka,2022-09-16T16:24:58.0440000-04:00,❤️,,,,,,,,
8.9743E+17,jonhjonh6466,2022-09-16T16:28:19.9660000-04:00,Guys why i cant transfer all my balance in usdm to spot??,,,,,,,,
3.70257E+17,malefor0000,2022-09-16T17:48:39.4000000-04:00,lunc :BTC_HODL:,,,,,,,,
3.70257E+17,malefor0000,2022-09-16T17:49:07.7530000-04:00,https://cdn.discordapp.com/emojis/778295064882839572.webp?size=64,,,,,,,,
5.81408E+17,younghaz,2022-09-16T17:49:42.7430000-04:00,Do you guys have any idea about this,https://cdn.discordapp.com/attachments/882554401154289667/1020451441397215262/Screenshot_20220916-224900.png?ex=6619ac76&is=66073776&hm=69dadccd8f42fcff6985d704bd81ffe3c0641c39e1172a1c0f7fe35da8663373&,,,,,,,
9.52014E+17,Bibi#4458,2022-09-16T18:32:45.5770000-04:00,,,,,,,,,
5.14779E+17,khayr2228,2022-09-16T18:42:46.9100000-04:00,From 10% 0-2000 to 8% 0-1000? In one month gonna be 4% 0-500?,https://cdn.discordapp.com/attachments/882554401154289667/1020464797105528962/djdjj.jpg?ex=6619b8e6&is=660743e6&hm=ec68322eaea36c8f447db3296918cd03baf327b635bd99470dbf5a6400fc40f7&,,,,,,,
8.40338E+17,glowo270,2022-09-16T19:54:38.0040000-04:00,"I need money xD, ok no but sorry is a joke, or no?",,,,,,,,
9.65646E+17,Bibi,2022-09-16T20:00:12.5670000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-16T20:00:14.2900000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-16T20:00:25.2900000-04:00,,,,,,,,,
9.65646E+17,Bibi,2022-09-17T00:00:11.5940000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.52014E+17,Bibi#4458,2022-09-17T01:09:29.2920000-04:00,,,,,,,,,
3.70627E+17,pepecrypto,2022-09-17T01:10:21.6770000-04:00,Please check the rules,,,,,,,,
9.65646E+17,Bibi,2022-09-17T04:00:11.6080000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-17T04:00:12.5170000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
8.55123E+17,yoyoh69,2022-09-17T04:01:01.8960000-04:00,Any mods?,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:14:24.7320000-04:00,is metatrade and binance good?,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:20:16.0540000-04:00,Meta trade is mostly used for forex trading,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:20:23.5250000-04:00,Binance is better,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:38:36.3670000-04:00,"Get a job ‍‎‎‎‎‎‎‎‌​​​​‌‎‎‎‎‎‎‎‎‎‎‌​​‌​​​​​​‌‎‎‌�?,"",""
855122996892532747""",yoyoh69,2022-09-17T04:45:12.9980000-04:00,"anyone know this?
my funds were transferred automatically
metamask to binance
no notification that I received the fund on my binance account, even on history
then minutes later I checked arbiscan then saw it was transferred",https://cdn.discordapp.com/attachments/882554401154289667/1020616404308869220/unknown.png?ex=661a4618&is=6607d118&hm=8d41ebd6b870e67f13a5b5701d1fe65083a03eac6a7381f37cd065063d574563&,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:51:03.9540000-04:00,Where you from?,,,,,,,,
8.55123E+17,yoyoh69,2022-09-17T04:51:42.0990000-04:00,philippines,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:54:21.8610000-04:00,what about stock/crypto?,,,,,,,,
5.41689E+17,when_lambo,2022-09-17T04:54:37.0940000-04:00,Yes,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:54:55.1710000-04:00,Yeah …you can trade stocks with meta trader,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:55:01.8280000-04:00,crypto?,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:55:05.5750000-04:00,Not sure about crypto,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:55:12.1150000-04:00,Not sure,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:55:19.6170000-04:00,But you can do your research,,💜 (1),,,,,,
4.56227E+17,Deleted User,2022-09-17T04:55:33.8740000-04:00,"and whats best, crypto, forex, stock, best for earning/most earn money?",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:56:34.2170000-04:00,Well tbh ..it depends..like I myself ..I find crypto more beneficial than stocks and forex ..but not everyone feels the same way,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:57:23.5570000-04:00,"yeah, i hear crypto is best for less loses and more earninh",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:57:41.7300000-04:00,Yeah very true,,💜 (1),,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:58:21.1930000-04:00,Just be sure of what you wanna get into👊,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:58:35.9680000-04:00,"yea, im begginer, 14yo",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:58:51.6300000-04:00,Ohhh,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:58:57.9620000-04:00,Still young though,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T04:59:10.5280000-04:00,Really young,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T04:59:51.5390000-04:00,yea,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:00:12.7640000-04:00,"i want to be rich at 18 so, its never young to start",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:00:33.2770000-04:00,You in high school?,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:00:40.5090000-04:00,middle yet,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:00:47.4360000-04:00,8th grade,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:01:10.1030000-04:00,Ohh sounds good,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:01:13.3330000-04:00,yea,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:01:19.4250000-04:00,You live with your patented yeah,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:01:27.4920000-04:00,Parents *,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:01:31.8650000-04:00,ye,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:02:00.0500000-04:00,Wish you the best of luck on your journey..in crypto,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:02:31.5000000-04:00,"thanks, how old are you @roland?",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:02:58.6350000-04:00,25,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:03:18.4750000-04:00,nice nice,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:04:08.5120000-04:00,I’m done with school and all,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:04:19.7510000-04:00,That’s why I have more time doing what I do,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:05:11.6720000-04:00,trading?,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:05:46.0830000-04:00,Yeah kind off ..but I’ve still got a job and all too,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:05:59.5400000-04:00,Buh mostly trading ..yeah,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:06:10.9690000-04:00,"can i live with only trading, without any job?",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:06:22.7760000-04:00,Definitely 😂😂,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:06:32.0520000-04:00,I work part time,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:07:44.7940000-04:00,"really, you make that much money?!",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:08:08.4070000-04:00,"Well honestly 
It depends",,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:08:28.1190000-04:00,"on what, with how much money you want to trade?",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:08:33.7290000-04:00,That’s why it’s really good to start really early,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:08:50.9530000-04:00,Yeah ..and how volatile the market is,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:09:21.5110000-04:00,what is best market (your opinion)?,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T05:10:10.4420000-04:00,"Hello, is this the official Binance discord community?",,,,,,,,
5.41689E+17,when_lambo,2022-09-17T05:10:31.1170000-04:00,Yes,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T05:11:01.9070000-04:00,:6114blobthinking:,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:11:05.8930000-04:00,well I’ll say ..I good way and time to make good profit from it ..long story short,,,,,,,,
4.56227E+17,Deleted User,2022-09-17T05:18:31.6230000-04:00,okay,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T05:24:28.3590000-04:00,Yeah fam🤌,,💜 (1),,,,,,
6.64457E+17,vikas21st,2022-09-17T05:51:49.1710000-04:00,hi,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T06:56:45.1660000-04:00,This is definitely not the official binance discord 😂😂😂😂😂😂😂😂😂,,,,,,,,
7.91238E+17,stone2020,2022-09-17T07:02:03.4330000-04:00,:_sadman_:,,,,,,,,
7.91238E+17,stone2020,2022-09-17T07:02:12.4470000-04:00,what?,,,,,,,,
7.91238E+17,stone2020,2022-09-17T07:03:25.4950000-04:00,我爱CZ520.bnb       我爱何一520.bnb    我爱币安520.bnb   我爱bnb520.bnb,,,,,,,,
5.77915E+17,jolael,2022-09-17T07:37:57.5650000-04:00,not been mining since the merge,,,,,,,,
5.77915E+17,jolael,2022-09-17T07:38:40.0440000-04:00,nvidia is in trouble,,,,,,,,
9.65646E+17,Bibi,2022-09-17T08:00:14.2410000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-17T08:00:26.9980000-04:00,,,,,,,,,
9.61867E+17,mathewshortense0922,2022-09-17T08:10:28.8070000-04:00,gm,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:20:03.7190000-04:00,What you mean?,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T08:20:45.2780000-04:00,This is not official,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T08:20:57.7940000-04:00,This server has not been made by the official Binance employees,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:21:01.1010000-04:00,Make me understand,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T08:21:05.1380000-04:00,And is not affiliated to binance at all,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:21:28.4020000-04:00,"Ohhh
What do you need the official server for btw?",,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T08:21:58.6110000-04:00,"It's just nice to have something original, the official one. For example the exchange KuCoin has its own official Discord community server",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:22:38.6260000-04:00,"Ohh yeah yeah 
I’m actually on the kucoin official server though 
Now I get what you mean",,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:04.5930000-04:00,Buh I feel this server is okay though tbh,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:20.1670000-04:00,Even if it might not be the original,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:27.8020000-04:00,Or official per say,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:35.9420000-04:00,It’s a great server,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:48.9670000-04:00,I mean it all about sharing ideas yeah,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T08:23:55.9480000-04:00,Yes sure I'm not saying it's not 😄,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:23:55.9510000-04:00,💯,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-17T08:24:09.7490000-04:00,Yeah I feel you,,,,,,,,
5.41689E+17,when_lambo,2022-09-17T09:43:32.1580000-04:00,"In the binance homepage, there is the ""community"" button ... If you click on the Discord icon, it invites you to join this server.  If that's not enough for you as official ...",,,,,,,,
5.41689E+17,when_lambo,2022-09-17T09:45:36.3740000-04:00,,https://cdn.discordapp.com/attachments/882554401154289667/1020691999944347678/Screenshot_20220917_154135_com.opera.browser.jpg?ex=661a8c80&is=66081780&hm=f73d5152f0d0fcabe32c2dad0c76d1e839acc0484165d839b6c21f3744ef1fc0&,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T10:00:19.2170000-04:00,"OH WOW I had no idea about that, in fact I couldn’t see it before 😂 I’m sorry. So yes, I indeed now believe haha",,🍻 (1),,,,,,
5.41689E+17,when_lambo,2022-09-17T10:01:32.5090000-04:00,"But if you receive a DM from guys from this server... It's scam...
Admins or staff never DM first",,,,,,,,
8.65716E+17,carasco9421,2022-09-17T11:03:37.9510000-04:00,There are lot of scammers here,,,,,,,,
5.41689E+17,when_lambo,2022-09-17T11:08:46.5890000-04:00,I know... We have this thread #🚨┃report-scams so you can help us to ban,,,,,,,,
2.41868E+17,nerow.eth,2022-09-17T11:24:47.9250000-04:00,Yes of course I'm aware of that but thanks!!,,,,,,,,
2.07849E+17,kerim.7z,2022-09-17T11:38:24.8820000-04:00,Of course 😊,,,,,,,,
9.65646E+17,Bibi,2022-09-17T12:00:13.6970000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-17T12:00:15.3300000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
2.07849E+17,kerim.7z,2022-09-17T12:17:29.8590000-04:00,Best to disable DMs right after the verification...,,,,,,,,
8.65716E+17,carasco9421,2022-09-17T13:29:51.2940000-04:00,"You’re right brotha, I did that already",,👍 (2),,,,,,
8.64448E+17,cryptovog,2022-09-17T14:48:35.8030000-04:00,Good night buddy  🙂,,,,,,,,
9.92899E+17,bit_guru,2022-09-17T15:30:17.0860000-04:00,"I hope Binance P2P will add more coins for people to make purchases using KES. Currently only coins available for purchase are; USDT, BTC, BUSD, BNB, ETH & SOL. I mean I wanna purchase DOGE too:3637cooldoge:",,,,,,,,
9.92899E+17,bit_guru,2022-09-17T15:31:21.9370000-04:00,I know I can always convert but direct purchases are more advantageous.,,,,,,,,
9.10218E+17,centralperk07,2022-09-17T16:26:23.3140000-04:00,Guys anyone knows how to change Binance pay name?,,,,,,,,
2.64429E+17,kevingpo,2022-09-17T17:10:17.5060000-04:00,"hi, did I pass the capcha?",,,,,,,,
2.64429E+17,kevingpo,2022-09-17T17:12:20.4100000-04:00,"other exchanges have already allocated ETHW to members. I read Binance said it will support ETHW and distribute ETHW tokens when merge is successful....
but I still didn't receive Binance ETHW my allocations :(",,,,,,,,
4.56227E+17,Deleted User,2022-09-17T17:57:54.5990000-04:00,"Hi, could you please clarify a token question? Are nodes compensated entirely from transaction fees or are their block rewards released? If there are block rewards, are they released from treasury or are new tokens minted every epoch?",,,,,,,,
4.56227E+17,Deleted User,2022-09-17T19:22:31.3590000-04:00,@Emilythomason can i help you?,https://cdn.discordapp.com/attachments/882554401154289667/1020837185768923186/unknown.png?ex=661b13b7&is=66089eb7&hm=470ec2652162075a29ffadbdd3d0a14df57f897b4973535199a6ceb6daf0274a&,,,,,,,
9.65646E+17,Bibi,2022-09-17T20:06:44.7750000-04:00,,,,,,,,,
8.23672E+17,clout_cocks,2022-09-17T20:40:02.4380000-04:00,"so when im checking Bscan i noticed ""analytics"" is missing now maybe 2 days ago was either taken away or moved some place. i used analytics for most contracts i check, is there any way to access this information now through bscan?",,,,,,,,
9.65646E+17,Bibi,2022-09-17T21:11:45.8820000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.97909E+17,demetrixc,2022-09-18T00:41:05.5070000-04:00,Hello 👋,,,,,,,,
9.3198E+17,moonandroid,2022-09-18T03:16:33.9290000-04:00,Hey folks. Are we allowed to post videos (binance related)?,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T03:54:29.7670000-04:00,😂,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T03:54:51.8580000-04:00,Maybe they just wanna be friends 😂,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T04:19:28.3840000-04:00,@roland sup,,,,,,,,
9.65646E+17,Bibi,2022-09-18T04:29:49.3410000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T04:30:30.7330000-04:00,bro no,,,,,,,,
9.65646E+17,Bibi,2022-09-18T04:34:21.9270000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.34872E+17,flightlevel450.747,2022-09-18T04:47:04.5060000-04:00,oh no... further reward slashing on stablecoin,,,,,,,,
8.79364E+17,mrpsychoactive.,2022-09-18T05:08:02.0160000-04:00,"Once I go to wallet, funding, deposit and copy the address. Can it be used more then once?",,,,,,,,
8.50926E+17,painless241,2022-09-18T05:27:50.6450000-04:00,"Hello binance team, is there any updates about the binance card in Switzerland? 🙂",,,,,,,,
9.65646E+17,Bibi,2022-09-18T08:00:09.1080000-04:00,,,,,,,,,
9.65646E+17,Bibi,2022-09-18T08:00:30.9380000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
5.91641E+17,thaifling,2022-09-18T08:25:20.1620000-04:00,Correct! Just make sure you’re using the same protocol every time,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:15:14.2170000-04:00,Yoo @Deleted User  I’m good bro,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:15:25.5490000-04:00,What’s up?,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:15:40.6220000-04:00,im fine im trying to download lifeafter,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:15:52.4480000-04:00,A movie?,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:16:55.6200000-04:00,game,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:17:35.2410000-04:00,"Sheesh ..what console ? 
Xbox? Or PlayStation or pc?",,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:18:05.6790000-04:00,pc,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:18:36.6780000-04:00,"first of all idk how, im in unsupported country",,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:18:45.1660000-04:00,i can only on phone,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:18:57.5320000-04:00,Where you from?,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:19:25.0090000-04:00,survival type,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:19:42.3170000-04:00,"serbia, and yes kosovo is serbia",,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:20:47.3810000-04:00,@Ava_rose i send you fr request,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:21:03.4010000-04:00,Ohh why’s that?,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:21:18.1310000-04:00,bcuz i can only find it on phone :\,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:21:30.3290000-04:00,netease going too far with this sht,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:21:45.7500000-04:00,You check ocean of games?,,,,,,,,
4.56227E+17,Deleted User,2022-09-18T09:22:03.0020000-04:00,yea :\,,,,,,,,
9.53754E+17,itsmejoe.,2022-09-18T09:22:24.8550000-04:00,Sheesh..guess you’re gonna have to get some other game,,,,,,,,
9.34872E+17,flightlevel450.747,2022-09-18T09:22:29.8420000-04:00,do you guys think that reward slashing continue or are we at the bottom now?,,,,,,,,
8.79364E+17,mrpsychoactive.,2022-09-18T09:49:32.8180000-04:00,"I copy pasted it in a page and everyone is sending there. 

How do i set up my bank account with it for withdrawal?",,,,,,,,
